dependency_category,index,link_str,project,option_name,option_value,option_type,option_file,option_technology,dependent_option_name,dependent_option_value,dependent_option_type,dependent_option_file,dependent_option_technology,config_type,rating,final_rating,final_category,sub_category,explanation
value-equality,100,litemall::::litemall-admin-api/src/main/resources/application.yml::::logging.level.org.linlinjava.litemall::::ERROR <-> litemall::::litemall-wx-api/src/main/resources/application.yml::::logging.level.org.linlinjava.litemall::::ERROR,litemall,logging.level.org.linlinjava.litemall,ERROR,ConfigType.UNKNOWN,litemall-admin-api/src/main/resources/application.yml,spring,logging.level.org.linlinjava.litemall,ERROR,ConfigType.UNKNOWN,litemall-wx-api/src/main/resources/application.yml,spring,correct,FALSE,FALSE,Others,Logging Level,logging levels can be different 
value-equality,101,litemall::::docker/litemall/Dockerfile::::COPY::::src::::litemall.jar <-> litemall::::docker/litemall/Dockerfile::::ENTRYPOINT::::param3::::litemall.jar,litemall,COPY.src,litemall.jar,ConfigType.PATH,docker/litemall/Dockerfile,docker,ENTRYPOINT.param3,litemall.jar,ConfigType.PATH,docker/litemall/Dockerfile,docker,correct,TRUE,TRUE,Others,Executable,entrypoint refers to executable copied with COPY
value-equality,102,litemall::::litemall-all-war/pom.xml::::project::::dependencies::::dependency_litemall-admin-api::::groupId::::org.linlinjava <-> litemall::::pom.xml::::project::::groupId::::org.linlinjava,litemall,project.dependencies.dependency_litemall-admin-api.groupId,org.linlinjava,ConfigType.NAME,litemall-all-war/pom.xml,maven,project.groupId,org.linlinjava,ConfigType.NAME,pom.xml,maven,correct,Borderline,TRUE,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,103,litemall::::litemall-wx-api/pom.xml::::project::::parent_litemall::::version::::version:0.1.0 <-> litemall::::pom.xml::::project::::version::::version:0.1.0,litemall,project.parent_litemall.version,version:0.1.0,ConfigType.VERSION_NUMBER,litemall-wx-api/pom.xml,maven,project.version,version:0.1.0,ConfigType.VERSION_NUMBER,pom.xml,maven,correct,TRUE,TRUE,Multi-Maven-Modules,Project Inheritance,version is inherited from parent
value-equality,104,litemall::::litemall-wx-api/pom.xml::::project::::dependencies::::dependency_weixin-java-pay::::exclusions::::exclusion_qrcode-utils::::groupId::::com.github.binarywang <-> litemall::::litemall-wx-api/pom.xml::::project::::dependencies::::dependency_weixin-java-pay::::groupId::::com.github.binarywang,litemall,project.dependencies.dependency_weixin-java-pay.exclusions.exclusion_qrcode-utils.groupId,com.github.binarywang,ConfigType.NAME,litemall-wx-api/pom.xml,maven,project.dependencies.dependency_weixin-java-pay.groupId,com.github.binarywang,ConfigType.NAME,litemall-wx-api/pom.xml,maven,correct,Borderline,TRUE,Libraries,Maven Dependency,same dependency in different modules lives under same groupId
value-equality,105,litemall::::litemall-admin-api/pom.xml::::project::::dependencies::::dependency_litemall-db::::artifactId::::litemall-db <-> litemall::::litemall-db/pom.xml::::project::::artifactId::::litemall-db,litemall,project.dependencies.dependency_litemall-db.artifactId,litemall-db,ConfigType.NAME,litemall-admin-api/pom.xml,maven,project.artifactId,litemall-db,ConfigType.NAME,litemall-db/pom.xml,maven,correct,TRUE,TRUE,Multi-Maven-Modules,Module as Dependency,dependency of module specifies artifactID of the module
value-equality,106,litemall::::litemall-core/pom.xml::::project::::dependencies::::dependency_weixin-java-miniapp::::artifactId::::weixin-java-miniapp <-> litemall::::litemall-wx-api/pom.xml::::project::::dependencies::::dependency_weixin-java-miniapp::::artifactId::::weixin-java-miniapp,litemall,project.dependencies.dependency_weixin-java-miniapp.artifactId,weixin-java-miniapp,ConfigType.NAME,litemall-core/pom.xml,maven,project.dependencies.dependency_weixin-java-miniapp.artifactId,weixin-java-miniapp,ConfigType.NAME,litemall-wx-api/pom.xml,maven,correct,TRUE,TRUE,Libraries,Maven Dependency,same dependency
value-equality,107,litemall::::litemall-admin-api/pom.xml::::project::::dependencies::::dependency_litemall-db::::groupId::::org.linlinjava <-> litemall::::litemall-all-war/pom.xml::::project::::dependencies::::dependency_litemall-wx-api::::groupId::::org.linlinjava,litemall,project.dependencies.dependency_litemall-db.groupId,org.linlinjava,ConfigType.NAME,litemall-admin-api/pom.xml,maven,project.dependencies.dependency_litemall-wx-api.groupId,org.linlinjava,ConfigType.NAME,litemall-all-war/pom.xml,maven,correct,FALSE,TRUE,Multi-Maven-Modules,Project Inheritance,"modules do not specify their own groupID but inherit it from the parent module, whenever the module is used (inheritance, dependency, etc) the groupID has to be the same"
value-equality,108,litemall::::litemall-all/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::executions::::execution_repackage::::configuration::::executable::::true <-> litemall::::litemall-db/pom.xml::::project::::build::::plugins::::plugin_mybatis-generator-maven-plugin::::configuration::::overwrite::::true,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,TRUE,ConfigType.BOOLEAN,litemall-all/pom.xml,maven,project.build.plugins.plugin_mybatis-generator-maven-plugin.configuration.overwrite,TRUE,ConfigType.BOOLEAN,litemall-db/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Plugins,different options that are not related
value-equality,109,litemall::::litemall-db/pom.xml::::project::::dependencies::::dependency_spring-boot-starter-json::::groupId::::org.springframework.boot <-> litemall::::pom.xml::::project::::dependencies::::dependency_spring-boot-starter-test::::groupId::::org.springframework.boot,litemall,project.dependencies.dependency_spring-boot-starter-json.groupId,org.springframework.boot,ConfigType.NAME,litemall-db/pom.xml,maven,project.dependencies.dependency_spring-boot-starter-test.groupId,org.springframework.boot,ConfigType.NAME,pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different dependencies can have their own groupID
value-equality,110,litemall::::litemall-db/src/main/resources/application.yml::::logging.level.root::::ERROR <-> litemall::::litemall-wx-api/src/main/resources/application.yml::::logging.level.org.linlinjava.litemall::::ERROR,litemall,logging.level.root,ERROR,ConfigType.UNKNOWN,litemall-db/src/main/resources/application.yml,spring,logging.level.org.linlinjava.litemall,ERROR,ConfigType.UNKNOWN,litemall-wx-api/src/main/resources/application.yml,spring,correct,FALSE,FALSE,Others,Logging Level,logging levels can be different 
value-equality,111,litemall::::litemall-wx-api/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::executions::::execution_repackage::::configuration::::executable::::true <-> litemall::::pom.xml::::project::::properties::::maven.test.skip::::true,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,TRUE,ConfigType.BOOLEAN,litemall-wx-api/pom.xml,maven,project.properties.maven.test.skip,TRUE,ConfigType.IP_ADDRESS,pom.xml,maven,partially,FALSE,FALSE,Boolean,Boolean,different options that are not related
value-equality,112,litemall::::litemall-core/pom.xml::::project::::dependencies::::dependency_weixin-java-pay::::artifactId::::weixin-java-pay <-> litemall::::pom.xml::::project::::dependencyManagement::::dependencies::::dependency_weixin-java-pay::::artifactId::::weixin-java-pay,litemall,project.dependencies.dependency_weixin-java-pay.artifactId,weixin-java-pay,ConfigType.NAME,litemall-core/pom.xml,maven,project.dependencyManagement.dependencies.dependency_weixin-java-pay.artifactId,weixin-java-pay,ConfigType.NAME,pom.xml,maven,correct,TRUE,TRUE,Libraries,Maven Dependency,same dependency same artifactID
value-equality,113,litemall::::litemall-admin-api/pom.xml::::project::::properties::::project.build.sourceEncoding::::UTF-8 <-> litemall::::litemall-all-war/src/main/resources/application.yml::::spring.messages.encoding::::UTF-8,litemall,project.properties.project.build.sourceEncoding,UTF-8,ConfigType.VERSION_NUMBER,litemall-admin-api/pom.xml,maven,spring.messages.encoding,UTF-8,ConfigType.UNKNOWN,litemall-all-war/src/main/resources/application.yml,spring,correct,Borderline,FALSE,Others,Encoding,options does not depend on each other
value-equality,114,litemall::::litemall-admin-api/src/main/resources/application.yml::::spring.messages.encoding::::UTF-8 <-> litemall::::litemall-core/src/main/resources/application.yml::::spring.messages.encoding::::UTF-8,litemall,spring.messages.encoding,UTF-8,ConfigType.UNKNOWN,litemall-admin-api/src/main/resources/application.yml,spring,spring.messages.encoding,UTF-8,ConfigType.UNKNOWN,litemall-core/src/main/resources/application.yml,spring,correct,Borderline,FALSE,Others,Encoding,"if both mdoules share spring messages, encoding should be consistent"
value-equality,115,litemall::::docker/docker-compose.yml::::services::::mysql57::::ports::::in::::3306 <-> litemall::::docker/docker-compose.yml::::services::::mysql57::::ports::::out::::3306,litemall,services.mysql57.ports.in,3306,ConfigType.PORT,docker/docker-compose.yml,docker-compose,services.mysql57.ports.out,3306,ConfigType.PORT,docker/docker-compose.yml,docker-compose,correct,Borderline,FALSE,Port,Port,host and container ports can be different
value-equality,116,litemall::::litemall-core/pom.xml::::project::::dependencies::::dependency_weixin-java-miniapp::::groupId::::com.github.binarywang <-> litemall::::litemall-wx-api/pom.xml::::project::::dependencies::::dependency_weixin-java-pay::::exclusions::::exclusion_qrcode-utils::::groupId::::com.github.binarywang,litemall,project.dependencies.dependency_weixin-java-miniapp.groupId,com.github.binarywang,ConfigType.NAME,litemall-core/pom.xml,maven,project.dependencies.dependency_weixin-java-pay.exclusions.exclusion_qrcode-utils.groupId,com.github.binarywang,ConfigType.NAME,litemall-wx-api/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Dependency,different options that are not related
value-equality,117,litemall::::litemall-db/pom.xml::::project::::build::::plugins::::plugin_mybatis-generator-maven-plugin::::configuration::::overwrite::::true <-> litemall::::litemall-wx-api/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::executions::::execution_repackage::::configuration::::executable::::true,litemall,project.build.plugins.plugin_mybatis-generator-maven-plugin.configuration.overwrite,TRUE,ConfigType.BOOLEAN,litemall-db/pom.xml,maven,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,TRUE,ConfigType.BOOLEAN,litemall-wx-api/pom.xml,maven,correct,FALSE,FALSE,Libraries,Maven Plugins,different options that are not related
value-equality,118,litemall::::litemall-core/pom.xml::::project::::parent_litemall::::version::::version:0.1.0 <-> litemall::::pom.xml::::project::::version::::version:0.1.0,litemall,project.parent_litemall.version,version:0.1.0,ConfigType.VERSION_NUMBER,litemall-core/pom.xml,maven,project.version,version:0.1.0,ConfigType.VERSION_NUMBER,pom.xml,maven,correct,TRUE,TRUE,Multi-Maven-Modules,Project Inheritance,version is inherited from parent
value-equality,119,litemall::::litemall-all-war/pom.xml::::project::::build::::plugins::::plugin_maven-resources-plugin::::executions::::execution_copy-resources-vue::::goals::::goal_copy-resources::::copy-resources <-> litemall::::litemall-all-war/pom.xml::::project::::build::::plugins::::plugin_maven-resources-plugin::::executions::::execution_copy-resources::::id::::copy-resources,litemall,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources-vue.goals.goal_copy-resources,copy-resources,ConfigType.VERSION_NUMBER,litemall-all-war/pom.xml,maven,project.build.plugins.plugin_maven-resources-plugin.executions.execution_copy-resources.id,copy-resources,ConfigType.ID,litemall-all-war/pom.xml,maven,partially,FALSE,FALSE,Libraries,Maven Plugins,different options that are not related
value-equality,120,litemall::::litemall-core/src/main/resources/application.yml::::logging.level.org.mybatis::::ERROR <-> litemall::::litemall-core/src/main/resources/application.yml::::logging.level.root::::ERROR,litemall,logging.level.org.mybatis,ERROR,ConfigType.UNKNOWN,litemall-core/src/main/resources/application.yml,spring,logging.level.root,ERROR,ConfigType.UNKNOWN,litemall-core/src/main/resources/application.yml,spring,correct,FALSE,FALSE,Others,Logging Level,logging levels can be different 
value-equality,121,litemall::::litemall-all/pom.xml::::project::::build::::plugins::::plugin_spring-boot-maven-plugin::::executions::::execution_repackage::::configuration::::executable::::true <-> litemall::::pom.xml::::project::::dependencies::::dependency_spring-boot-devtools::::optional::::true,litemall,project.build.plugins.plugin_spring-boot-maven-plugin.executions.execution_repackage.configuration.executable,TRUE,ConfigType.BOOLEAN,litemall-all/pom.xml,maven,project.dependencies.dependency_spring-boot-devtools.optional,TRUE,ConfigType.BOOLEAN,pom.xml,maven,correct,FALSE,FALSE,Boolean,Boolean,different options that are not related
